G[0]= 0.300000 T[0]= 28.900000 I[0]= 215.314000 V[0]= 409.210000  Time[0]= 2019/5/1/9:23
G[1]= 0.300000 T[1]= 29.000000 I[1]= 215.191000 V[1]= 409.540000  Time[1]= 2019/5/1/9:24
G[2]= 0.318000 T[2]= 29.730000 I[2]= 226.785000 V[2]= 408.590000  Time[2]= 2019/5/1/9:25
G[3]= 0.312000 T[3]= 29.420000 I[3]= 221.103000 V[3]= 409.830000  Time[3]= 2019/5/1/9:26
G[4]= 0.324000 T[4]= 29.840000 I[4]= 226.606000 V[4]= 408.830000  Time[4]= 2019/5/1/9:27
G[5]= 0.324000 T[5]= 29.840000 I[5]= 227.621000 V[5]= 408.460000  Time[5]= 2019/5/1/9:28
G[6]= 0.318000 T[6]= 29.630000 I[6]= 222.227000 V[6]= 408.560000  Time[6]= 2019/5/1/9:29
G[7]= 0.312000 T[7]= 29.420000 I[7]= 218.447000 V[7]= 407.590000  Time[7]= 2019/5/1/9:30
G[8]= 0.306000 T[8]= 29.310000 I[8]= 214.461000 V[8]= 408.250000  Time[8]= 2019/5/1/9:31
G[9]= 0.306000 T[9]= 29.310000 I[9]= 214.994000 V[9]= 408.820000  Time[9]= 2019/5/1/9:39
G[10]= 0.324000 T[10]= 29.940000 I[10]= 226.984000 V[10]= 408.370000  Time[10]= 2019/5/1/9:40
G[11]= 0.348000 T[11]= 30.780000 I[11]= 240.152000 V[11]= 408.910000  Time[11]= 2019/5/1/9:41
G[12]= 0.360000 T[12]= 31.200000 I[12]= 248.735000 V[12]= 409.210000  Time[12]= 2019/5/1/9:42
G[13]= 0.366000 T[13]= 31.410000 I[13]= 253.958000 V[13]= 408.780000  Time[13]= 2019/5/1/9:43
G[14]= 0.360000 T[14]= 31.300000 I[14]= 248.735000 V[14]= 408.270000  Time[14]= 2019/5/1/9:44
G[15]= 0.366000 T[15]= 31.510000 I[15]= 251.504000 V[15]= 407.370000  Time[15]= 2019/5/1/9:45
G[16]= 0.354000 T[16]= 31.090000 I[16]= 244.690000 V[16]= 407.930000  Time[16]= 2019/5/1/9:46
G[17]= 0.330000 T[17]= 30.350000 I[17]= 228.992000 V[17]= 405.360000  Time[17]= 2019/5/1/9:47
G[18]= 0.300000 T[18]= 29.300000 I[18]= 212.082000 V[18]= 405.850000  Time[18]= 2019/5/1/9:48
G[19]= 0.306000 T[19]= 29.810000 I[19]= 222.594000 V[19]= 408.020000  Time[19]= 2019/5/1/10:6
G[20]= 0.312000 T[20]= 30.020000 I[20]= 223.822000 V[20]= 408.180000  Time[20]= 2019/5/1/10:7
G[21]= 0.306000 T[21]= 29.810000 I[21]= 218.363000 V[21]= 408.540000  Time[21]= 2019/5/1/10:8
G[22]= 0.318000 T[22]= 30.530000 I[22]= 227.750000 V[22]= 410.090000  Time[22]= 2019/5/1/10:18
G[23]= 0.336000 T[23]= 31.060000 I[23]= 238.988000 V[23]= 409.550000  Time[23]= 2019/5/1/10:19
G[24]= 0.342000 T[24]= 31.270000 I[24]= 244.835000 V[24]= 410.220000  Time[24]= 2019/5/1/10:20
G[25]= 0.342000 T[25]= 31.370000 I[25]= 240.489000 V[25]= 409.070000  Time[25]= 2019/5/1/10:21
G[26]= 0.324000 T[26]= 30.840000 I[26]= 229.260000 V[26]= 407.940000  Time[26]= 2019/5/1/10:22
G[27]= 0.300000 T[27]= 30.000000 I[27]= 214.899000 V[27]= 408.020000  Time[27]= 2019/5/1/10:23
G[28]= 0.306000 T[28]= 30.510000 I[28]= 222.938000 V[28]= 409.450000  Time[28]= 2019/5/1/10:30
G[29]= 0.324000 T[29]= 31.140000 I[29]= 235.515000 V[29]= 410.090000  Time[29]= 2019/5/1/10:31
G[30]= 0.342000 T[30]= 31.770000 I[30]= 250.235000 V[30]= 409.690000  Time[30]= 2019/5/1/10:32
G[31]= 0.366000 T[31]= 32.710000 I[31]= 263.895000 V[31]= 409.580000  Time[31]= 2019/5/1/10:33
G[32]= 0.384000 T[32]= 33.440000 I[32]= 272.266000 V[32]= 408.780000  Time[32]= 2019/5/1/10:34
G[33]= 0.384000 T[33]= 33.440000 I[33]= 273.951000 V[33]= 408.180000  Time[33]= 2019/5/1/10:35
G[34]= 0.384000 T[34]= 33.540000 I[34]= 272.394000 V[34]= 406.620000  Time[34]= 2019/5/1/10:36
G[35]= 0.390000 T[35]= 33.850000 I[35]= 278.671000 V[35]= 407.910000  Time[35]= 2019/5/1/10:37
G[36]= 0.408000 T[36]= 34.480000 I[36]= 291.564000 V[36]= 407.010000  Time[36]= 2019/5/1/10:38
G[37]= 0.438000 T[37]= 35.630000 I[37]= 309.050000 V[37]= 407.120000  Time[37]= 2019/5/1/10:39
G[38]= 0.456000 T[38]= 36.360000 I[38]= 320.697000 V[38]= 406.380000  Time[38]= 2019/5/1/10:40
G[39]= 0.456000 T[39]= 36.360000 I[39]= 319.145000 V[39]= 405.660000  Time[39]= 2019/5/1/10:41
G[40]= 0.432000 T[40]= 35.620000 I[40]= 305.711000 V[40]= 402.450000  Time[40]= 2019/5/1/10:42
G[41]= 0.402000 T[41]= 34.670000 I[41]= 289.129000 V[41]= 403.500000  Time[41]= 2019/5/1/10:43
G[42]= 0.408000 T[42]= 34.980000 I[42]= 293.985000 V[42]= 403.950000  Time[42]= 2019/5/1/10:44
G[43]= 0.432000 T[43]= 35.820000 I[43]= 310.196000 V[43]= 402.730000  Time[43]= 2019/5/1/10:45
