 2019/5/7/14:55, 247663.93009499004
 2019/5/7/14:56, 247768.16932451853
 2019/5/7/14:57, 247768.16932451853
 2019/5/7/14:58, 247873.53302617546
 2019/5/7/14:59, 247979.99618358136
 2019/5/7/15:0, 247979.99618358136
 2019/5/7/15:1, 248090.71493476437
 2019/5/7/15:2, 248199.5505526079
 2019/5/7/15:3, 248196.43535334783
 2019/5/7/15:4, 248306.34194781637
 2019/5/7/15:5, 248417.41387720522
 2019/5/7/15:6, 248420.78247333685
 2019/5/7/15:7, 248420.78247333685
 2019/5/7/15:8, 248643.20998949875
 2019/5/7/15:9, 248757.86937907897
 2019/5/7/15:10, 248757.86937907897
 2019/5/7/15:11, 248873.747023514
 2019/5/7/15:12, 248990.8567068542
 2019/5/7/15:13, 249105.40457072834
 2019/5/7/15:14, 249109.2118475001
 2019/5/7/15:15, 249232.74719434243
 2019/5/7/15:16, 249236.85134969227
 2019/5/7/15:17, 249240.83398806732
 2019/5/7/15:18, 249240.83398806732
 2019/5/7/15:19, 249366.08443746396
 2019/5/7/15:20, 249488.6538691182
 2019/5/7/15:21, 249612.53660905093
 2019/5/7/15:22, 249863.82351519802
 2019/5/7/15:23, 249991.69178925123
 2019/5/7/15:24, 250115.74731866107
 2019/5/7/15:25, 250245.97012129126
 2019/5/7/15:26, 250245.97012129126
 2019/5/7/15:27, 250241.2162094059
 2019/5/7/15:28, 250372.7036350752
 2019/5/7/15:29, 250241.2162094059
 2019/5/7/15:30, 250500.9972895107
 2019/5/7/15:31, 250770.06426014187
 2019/5/7/15:32, 250770.06426014187
 2019/5/7/15:33, 250775.22364214485
 2019/5/7/15:34, 250917.61979875597
 2019/5/7/15:35, 251061.7126986675
 2019/5/7/15:36, 251061.7126986675
 2019/5/7/15:37, 251201.60173708695
 2019/5/7/15:38, 251348.99750174783
 2019/5/7/15:39, 251491.9443906531
 2019/5/7/15:40, 251642.32771276493
 2019/5/7/15:41, 251636.38097120644
 2019/5/7/15:42, 251776.2844565953
 2019/5/7/15:43, 251923.2031834584
 2019/5/7/15:44, 252065.80276243595
 2019/5/7/15:45, 252222.04261920435
 2019/5/7/15:46, 252266.1281302356
 2019/5/7/15:47, 252674.99631292387
 2019/5/7/15:48, 252681.78122030807
 2019/5/7/15:49, 252681.78122030807
 2019/5/7/15:50, 252852.47525535585
 2019/5/7/15:51, 252852.47525535585
 2019/5/7/15:52, 253017.78817935998
 2019/5/7/15:53, 253177.19280813393
 2019/5/7/15:54, 253169.9094110901
 2019/5/7/15:55, 253486.35576642174
 2019/5/7/15:56, 253486.35576642174
 2019/5/7/15:57, 253650.99485390406
 2019/5/7/15:58, 253650.99485390406
 2019/5/7/15:59, 253824.5935473436
